    30.04433,   0099.95988,     0038.808,    32.1642862,   00019.63
      0007.557,    0048.2558,      77.563462,   96.85223,    0060.492
   000015.766,      30.17991,00061.530503,     021.96558, 0033.717571
     000027.15,   74.0967516,      00000081.315,   91.88139498,   0086.29667
      0000085.692,     01.809171129,  00016.455364,   021.54231, 054.8969
   14.5391042,     84.89269848,  0051.8324172,  00014.2495,  000017.521
      046.371721,   25.12563627,     0000064.783,25.5463947,   000039.5408
     0000057.731,     0050.1169,     014.55351807,0040.40497,      000004.95604
  90.253996,0033.66906,      0062.62133,   0000076.541,  00079.53712
    16.99705088, 27.8545728, 072.03051, 00067.489,     00032.331479
      0009.69344,0072.078,     0024.043881,   0099.1348,     0046.056162
000014.05445, 38.39413278,   50.44569396,   06.3781746,     00043.0586
     64.3470132,   55.15217714,     0042.534495,  52.53856224,    048.20152448
 83.26767234, 00000091.825, 079.7563,      00000048.474, 0028.6455
000033.8335,  66.4746789, 000081.98632,     004.05995,  31.07641361
00000082.532,      0000007.4267,    85.37541334,     0000012.896,     000078.3996
     22.2244562,  000057.12005,0092.889205,     11.8726784,  072.4732796
     77.76586457,  0036.3813177,  00078.814611,     47.95714,00003.88027
      0065.1485632,   00030.782,74.79379,     7.597360923, 0049.262053
00000019.967,     0082.049, 00097.54421,  00000060.213,    00000078.904
     94.59437059, 83.63761,0028.9033283,    00059.2281,   080.3473651
     00082.7528,    60.222416,      3.5042144, 52.93696592,     085.718124
06.72655,    0081.00441,94.401929, 0000001.8109,    0000050.617
0010.260962,     01.82921,   00058.97466,     000012.86632,     000093.9491
    0000014.983,  000082.67466,     000015.146, 00000058.431,    000031.59805
0077.12036,000076.22109,    39.76084603, 0022.92027,    00076.994619
40.401114,    81.1478543,    68.8649937,    000030.2894, 0002.458092
   00057.899465,    00056.564894,    012.6233918,23.53102,     00006.46861
   000041.817,   00085.8192,    043.16939,   0015.578,    56.66987761
  58.822287,     00004.0943,71.334587,    13.40322547,      11.4408561
      00023.02191,      000030.87627,    88.699413,      0000049.0566,    8.2341396
